PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Allan Marques Loureiro,R,CDM,M,H,83,72,71,77,82,80,79,4,-1,-1,-1,-1,-1,-1
Alvaro Borja Morata Martin,R,ST,M,M,83,82,80,72,81,31,77,3,-1,-1,-1,-1,-1,-1
Leonardo Spinazzola,R,LWB,H,M,83,92,64,73,80,78,71,4,-1,-1,-1,-1,-1,-1
Raul Jimenez,R,ST,H,H,83,72,82,76,81,47,82,3,-1,-1,-1,-1,-1,-1
Lucas Ocampos,R,LW,H,H,83,81,84,78,83,63,84,4,-1,-1,-1,-1,-1,-1
Thomas Partey,R,CM,M,H,83,69,71,82,81,80,84,3,-1,-1,-1,-1,-1,-1
Jose Luis Gaya Pena,L,LB,H,M,83,83,61,77,80,79,73,4,-1,-1,-1,-1,-1,-1
Duvan Zapata,R,ST,H,M,83,80,81,61,78,35,84,3,-1,-1,-1,-1,-1,-1
Vinicius Junior,R,LW,H,M,83,96,76,75,89,32,70,5,-1,-1,-1,-1,-1,-1
Robin Gosens,L,LM,H,H,83,82,75,78,79,77,81,3,-1,-1,-1,-1,-1,-1
Luis Diaz,R,LM,H,M,83,93,82,75,86,35,74,4,-1,-1,-1,-1,-1,-1
Mikel Merino Zazon,L,CM,H,H,83,74,78,81,82,82,81,3,-1,-1,-1,-1,-1,-1
Aaron Wan-Bissaka,R,RB,M,H,83,85,52,69,79,81,75,4,-1,-1,-1,-1,-1,-1
Arthur Henrique Ramos Oliveira Melo,R,CM,M,M,83,69,67,84,88,72,70,4,-1,-1,-1,-1,-1,-1
Ousmane Dembele,L,RW,H,M,83,93,77,77,86,36,56,5,-1,-1,-1,-1,-1,-1
Jules Kounde,R,CB,H,H,83,81,45,64,72,84,78,2,-1,-1,-1,-1,-1,-1
Paulinho,R,CM,H,H,83,72,81,77,81,80,85,4,-1,-1,-1,-1,-1,-1
Victor Osimhen,R,ST,H,M,83,91,84,68,79,42,84,3,-1,-1,-1,-1,-1,-1
Denis Zakaria,R,CDM,H,M,83,86,69,77,78,83,87,3,-1,-1,-1,-1,-1,-1
John Stones,R,CB,H,M,83,70,51,71,74,84,78,3,-1,-1,-1,-1,-1,-1
Marco Asensio,L,RW,H,M,83,82,80,81,0,0,0,4,-1,-1,-1,-1,-1,-1
Antonio Rudiger,R,CB,M,H,83,75,43,68,64,84,84,2,-1,-1,-1,-1,-1,-1
Mateo Kovacic,R,CM,H,H,83,70,69,83,88,69,70,4,-1,-1,-1,-1,-1,-1
Mason Mount,R,CAM,H,H,83,74,79,84,83,55,65,3,-1,-1,-1,-1,-1,-1
Joao Felix Sequeira,R,CF,M,M,83,82,79,76,86,40,68,5,-1,-1,-1,-1,-1,-1
Angel Correa,R,ST,H,M,83,85,83,78,87,49,74,4,-1,-1,-1,-1,-1,-1
Axel Witsel,R,CDM,M,M,83,61,72,81,79,82,79,4,-1,-1,-1,-1,-1,-1
Ferland Mendy,L,LB,H,H,83,92,64,76,79,78,84,4,-1,-1,-1,-1,-1,-1
Federico Valverde,R,CM,H,H,83,86,74,78,79,77,80,3,-1,-1,-1,-1,-1,-1
Thomas Lemar,L,LM,H,M,83,82,76,82,86,59,63,4,-1,-1,-1,-1,-1,-1
Fernandinho,R,CDM,M,H,83,59,72,75,78,84,75,3,-1,-1,-1,-1,-1,-1
Simon Kjr,R,CB,L,H,83,67,55,64,59,85,78,2,-1,-1,-1,-1,-1,-1
Mauro Icardi,R,ST,M,M,83,69,83,65,77,36,69,3,-1,-1,-1,-1,-1,-1
Presnel Kimpembe,L,CB,M,H,83,81,42,68,70,83,86,2,-1,-1,-1,-1,-1,-1
Andrej Kramaric,R,ST,M,M,83,71,86,76,86,30,71,4,-1,-1,-1,-1,-1,-1
Jose Angel Esmoris Tasende,L,LWB,H,H,83,78,71,82,84,76,70,4,-1,-1,-1,-1,-1,-1
Lucas Hernandez,L,LB,L,H,83,77,54,68,71,84,79,2,-1,-1,-1,-1,-1,-1
Wout Weghorst,R,ST,H,H,83,63,83,59,70,52,86,2,-1,-1,-1,-1,-1,-1
Pierre-Emile Hjbjerg,R,CDM,M,H,83,60,71,76,76,81,82,3,-1,-1,-1,-1,-1,-1
Federico Chiesa,R,RW,H,M,83,91,81,74,85,48,73,4,-1,-1,-1,-1,-1,-1
Aurelien Tchouameni,R,CM,H,H,82,75,73,79,81,80,85,3,-1,-1,-1,-1,-1,-1
Guus Til,R,CAM,M,M,82,79,82,81,83,71,80,3,-1,-1,-1,-1,-1,-1
Florian Wirtz,R,CAM,H,M,82,76,76,81,86,55,65,4,-1,-1,-1,-1,-1,-1
David Garcia Zubiria,R,CB,M,M,82,60,41,70,68,82,80,2,-1,-1,-1,-1,-1,-1
Francesco Caputo,R,ST,H,L,82,85,84,70,83,34,71,3,-1,-1,-1,-1,-1,-1
Ismaila Sarr,R,RM,H,M,82,95,82,73,84,26,72,4,-1,-1,-1,-1,-1,-1
Rodrigo Javier De Paul,R,CM,H,M,82,78,76,80,82,71,79,4,-1,-1,-1,-1,-1,-1
Domenico Berardi,L,RW,M,M,82,79,80,81,85,36,69,4,-1,-1,-1,-1,-1,-1
Christian Pulisic,R,LW,M,M,82,89,70,73,86,37,59,4,-1,-1,-1,-1,-1,-1
Alphonso Davies,L,LB,H,L,82,96,67,71,82,75,75,4,-1,-1,-1,-1,-1,-1
Ben Chilwell,L,LWB,H,H,82,76,53,77,78,78,75,3,-1,-1,-1,-1,-1,-1
Dayot Upamecano,R,CB,H,M,82,81,43,62,68,81,81,2,-1,-1,-1,-1,-1,-1
Eder Gabriel Militao,R,CB,M,M,82,83,50,69,70,83,82,2,-1,-1,-1,-1,-1,-1
Saul Niguez,L,CM,M,M,82,71,78,78,79,78,79,3,-1,-1,-1,-1,-1,-1
Rodrigo De Paul,R,CM,H,M,82,78,76,80,82,71,79,4,-1,-1,-1,-1,-1,-1
Emre Can,R,CM,M,H,82,78,78,78,80,84,87,3,-1,-1,-1,-1,-1,-1
Thorgan Hazard,R,LM,H,H,82,80,76,80,85,52,66,4,-1,-1,-1,-1,-1,-1
Gareth Bale,L,RM,M,M,82,82,84,82,80,55,70,4,-1,-1,-1,-1,-1,-1
Denzel Dumfries,R,RB,H,M,82,80,61,66,72,78,89,2,-1,-1,-1,-1,-1,-1
Hakan Calhanoglu,R,CAM,M,M,82,67,75,84,85,59,57,4,-1,-1,-1,-1,-1,-1
Grimaldo,L,LB,H,M,82,87,65,81,83,74,71,3,-1,-1,-1,-1,-1,-1
Rafa,R,RM,H,M,82,94,73,74,86,50,52,4,-1,-1,-1,-1,-1,-1
Christian Eriksen,R,CM,M,L,82,62,78,88,81,53,52,4,-1,-1,-1,-1,-1,-1
Seko Fofana,R,CM,H,H,82,80,76,77,82,78,83,3,-1,-1,-1,-1,-1,-1
Paul Ebere Onuachu,R,ST,H,M,82,75,81,67,74,48,87,3,-1,-1,-1,-1,-1,-1
Pepe,R,CB,M,H,82,80,51,60,61,82,87,2,-1,-1,-1,-1,-1,-1
Ferran Torres,R,RW,H,M,82,82,79,78,82,35,66,4,-1,-1,-1,-1,-1,-1
Aritz Elustondo,R,CB,L,H,82,69,37,64,64,83,81,2,-1,-1,-1,-1,-1,-1
Alessio Romagnoli,L,CB,M,M,82,68,40,56,68,85,78,2,-1,-1,-1,-1,-1,-1
Ante Rebic,R,LM,H,M,82,86,83,75,81,48,80,4,-1,-1,-1,-1,-1,-1
Mario Hermoso Canseco,L,CB,M,H,82,75,49,72,71,83,80,2,-1,-1,-1,-1,-1,-1
Declan Rice,R,CDM,M,H,82,66,53,71,74,81,79,2,-1,-1,-1,-1,-1,-1
Francisco Roman Alarcon Suarez,R,CAM,M,L,82,66,75,80,88,59,59,4,-1,-1,-1,-1,-1,-1
Idrissa Gueye,R,CDM,M,H,82,69,62,71,78,83,77,3,-1,-1,-1,-1,-1,-1
Juan Bernat Velasco,L,LB,H,M,82,82,65,78,82,76,68,4,-1,-1,-1,-1,-1,-1
Raphael Dias Belloli,L,RM,H,H,82,91,76,76,84,49,72,4,-1,-1,-1,-1,-1,-1
Cristian Romero,R,CB,L,H,82,76,46,52,61,83,84,3,-1,-1,-1,-1,-1,-1
Tanguy Ndombele,R,CAM,M,M,82,71,72,81,88,69,72,4,-1,-1,-1,-1,-1,-1
Diogo Jose Teixeira da Silva,R,LW,H,H,82,84,81,73,85,57,77,4,-1,-1,-1,-1,-1,-1
Joe Gomez,R,CB,M,M,82,81,30,66,69,83,78,3,-1,-1,-1,-1,-1,-1
Daley Blind,L,CB,H,M,82,45,64,82,79,83,72,3,-1,-1,-1,-1,-1,-1
Nicolas Tagliafico,L,LB,H,H,82,80,55,73,76,81,81,3,-1,-1,-1,-1,-1,-1
Raul Albiol Tortajada,R,CB,L,H,82,40,41,62,63,86,73,2,-1,-1,-1,-1,-1,-1
Ivan Rakitic,R,CM,M,M,82,57,79,85,78,75,69,3,-1,-1,-1,-1,-1,-1
Ever Banega,R,CDM,H,M,82,62,75,84,82,76,71,4,-1,-1,-1,-1,-1,-1
Yuri Berchiche Izeta,L,LB,H,M,82,83,68,76,76,79,82,3,-1,-1,-1,-1,-1,-1
Lars Stindl,R,CAM,M,M,82,61,84,81,81,60,73,4,-1,-1,-1,-1,-1,-1
Oscar dos Santos Emboaba,R,CAM,H,M,82,78,79,82,82,59,67,4,-1,-1,-1,-1,-1,-1
Philippe Coutinho Correia,R,CAM,H,M,82,69,79,80,88,52,59,5,-1,-1,-1,-1,-1,-1
Mario Gotze,R,CAM,M,M,82,68,75,83,84,55,69,4,-1,-1,-1,-1,-1,-1
Jesus Corona,R,RM,H,M,82,83,67,79,85,74,60,5,-1,-1,-1,-1,-1,-1
Alexandre Lacazette,R,ST,H,H,82,75,82,74,82,44,72,4,-1,-1,-1,-1,-1,-1
Mario Figueira Fernandes,R,RB,H,M,82,82,61,74,78,79,79,3,-1,-1,-1,-1,-1,-1
Wilfried Zaha,R,LF,H,M,82,89,77,73,87,34,75,5,-1,-1,-1,-1,-1,-1
Luis Muriel,R,ST,H,M,82,89,83,75,86,27,67,4,-1,-1,-1,-1,-1,-1
Jose Gomez Campana,R,CM,M,M,82,68,74,83,82,71,72,4,-1,-1,-1,-1,-1,-1
Gabriel Armando de Abreu,R,CB,L,H,82,67,49,71,65,84,83,2,-1,-1,-1,-1,-1,-1
Jesus Joaquin Fernandez Saez,L,RW,H,L,82,76,76,82,85,32,55,4,-1,-1,-1,-1,-1,-1
Cristian Portugues Manzanera,R,RW,H,H,82,90,79,78,80,59,79,3,-1,-1,-1,-1,-1,-1
Marten de Roon,R,CDM,M,H,82,66,68,72,73,82,83,3,-1,-1,-1,-1,-1,-1
Niklas Sule,R,CB,M,M,82,65,42,59,51,83,81,2,-1,-1,-1,-1,-1,-1
Alex Nicolao Telles,L,LB,H,M,82,83,73,82,78,77,73,3,-1,-1,-1,-1,-1,-1
Diego Carlos Santos Silva,R,CB,M,H,82,76,47,63,68,81,83,3,-1,-1,-1,-1,-1,-1
Clement Lenglet,L,CB,M,H,82,72,45,67,66,83,79,2,-1,-1,-1,-1,-1,-1
James Maddison,R,CAM,H,M,82,75,78,84,84,54,60,4,-1,-1,-1,-1,-1,-1
Martin degaard,L,CAM,H,M,82,77,74,83,84,58,62,5,-1,-1,-1,-1,-1,-1
Ruben Diogo da Silva Neves,R,CM,L,H,82,59,75,85,77,74,73,3,-1,-1,-1,-1,-1,-1
Fabian Ruiz Pena,L,CM,M,M,82,63,78,79,82,74,71,4,-1,-1,-1,-1,-1,-1
Joao Maria Palhinha Goncalves,R,CDM,M,H,82,60,65,70,72,85,88,2,-1,-1,-1,-1,-1,-1
Leon Bailey,L,RM,H,M,82,93,78,74,84,33,64,4,-1,-1,-1,-1,-1,-1
Richarlison de Andrade,R,ST,H,M,82,83,78,73,83,53,80,4,-1,-1,-1,-1,-1,-1
Alexander Isak,R,ST,H,L,82,84,82,68,79,29,69,4,-1,-1,-1,-1,-1,-1
Florian Neuhaus,R,CM,M,M,82,64,72,79,82,66,67,3,-1,-1,-1,-1,-1,-1
Youssef En-Nesyri,L,ST,H,H,82,78,83,58,78,35,76,3,-1,-1,-1,-1,-1,-1
Tomas Soucek,R,CDM,H,H,82,64,72,74,74,82,85,3,-1,-1,-1,-1,-1,-1
Pau Francisco Torres,L,CB,M,H,82,71,38,67,70,84,80,2,-1,-1,-1,-1,-1,-1
Daniel Olmo Carvajal,R,CAM,M,H,82,67,76,81,86,50,60,4,-1,-1,-1,-1,-1,-1
Miralem Pjanic,R,CM,M,M,82,65,68,83,81,75,67,3,-1,-1,-1,-1,-1,-1
Marco Davide Faraoni,R,RWB,H,H,81,78,77,78,78,74,80,3,-1,-1,-1,-1,-1,-1
Habib Diallo,R,ST,M,L,81,79,82,62,78,26,78,3,-1,-1,-1,-1,-1,-1
Pedro Miguel Braga Rebocho,L,LB,H,M,81,81,66,77,81,75,77,3,-1,-1,-1,-1,-1,-1
Ludovic Blas,L,CAM,M,M,81,78,78,80,85,63,70,4,-1,-1,-1,-1,-1,-1
Jens Toornstra,R,CM,H,H,81,60,82,81,80,73,80,3,-1,-1,-1,-1,-1,-1
Joaquin Correa,R,CF,M,M,81,84,75,77,85,39,69,4,-1,-1,-1,-1,-1,-1
Marc Cucurella,L,LM,H,M,81,79,67,78,80,73,74,3,-1,-1,-1,-1,-1,-1
Danny Ings,R,ST,H,H,81,79,84,70,80,45,70,3,-1,-1,-1,-1,-1,-1
Steven Berghuis,L,RW,M,M,81,80,81,82,82,36,66,4,-1,-1,-1,-1,-1,-1
Stefano Okaka,R,ST,H,H,81,71,81,68,77,36,86,2,-1,-1,-1,-1,-1,-1
Sergino Dest,R,LB,H,L,81,90,67,78,86,73,72,4,-1,-1,-1,-1,-1,-1
Arthur Mendonca Cabral,R,ST,H,M,81,78,82,71,79,36,83,3,-1,-1,-1,-1,-1,-1
Emile Smith Rowe,R,LM,H,H,81,84,71,78,83,37,68,4,-1,-1,-1,-1,-1,-1
Kortney Hause,L,CB,L,M,81,67,51,67,65,81,85,2,-1,-1,-1,-1,-1,-1
Julian Brandt,R,CAM,H,M,81,73,75,80,84,48,66,4,-1,-1,-1,-1,-1,-1
Reece James,R,RWB,H,M,81,80,58,77,77,76,80,3,-1,-1,-1,-1,-1,-1
Jan Vertonghen,L,CB,H,H,81,76,62,72,67,83,78,3,-1,-1,-1,-1,-1,-1
Pizzi,R,CM,H,M,81,75,77,81,82,64,66,3,-1,-1,-1,-1,-1,-1
Nicolas Otamendi,R,CB,M,H,81,63,57,62,59,83,81,2,-1,-1,-1,-1,-1,-1
Ivan Perisic,L,LM,M,M,81,81,79,76,79,64,74,4,-1,-1,-1,-1,-1,-1
Arturo Vidal,R,CM,H,H,81,65,79,79,79,82,82,3,-1,-1,-1,-1,-1,-1
Otavio Edmilson da Silva Monteiro,R,LM,H,H,81,78,69,79,85,63,68,4,-1,-1,-1,-1,-1,-1
Alessandro Florenzi,R,RB,H,M,81,76,77,79,80,76,62,3,-1,-1,-1,-1,-1,-1
Hector Herrera,R,CM,M,M,81,70,75,76,76,78,84,3,-1,-1,-1,-1,-1,-1
Renan Augusto Lodi dos Santos,L,LB,H,M,81,84,67,76,81,77,75,4,-1,-1,-1,-1,-1,-1
Kalvin Phillips,R,CDM,M,H,81,67,65,75,75,78,82,3,-1,-1,-1,-1,-1,-1
Jose Ignacio Fernandez Iglesias,R,CB,L,H,81,78,37,66,69,81,80,2,-1,-1,-1,-1,-1,-1
Lucas Vazquez Iglesias,R,RW,H,M,81,82,73,79,80,69,69,4,-1,-1,-1,-1,-1,-1
Danilo Luis Helio Pereira,R,CDM,M,H,81,64,63,71,73,80,86,3,-1,-1,-1,-1,-1,-1
Leandro Paredes,R,CDM,M,M,81,66,71,83,79,76,79,4,-1,-1,-1,-1,-1,-1
Andre-Pierre Gignac,R,ST,M,M,81,68,83,73,74,41,84,3,-1,-1,-1,-1,-1,-1
Lucas Rodrigues M. Silva,R,RM,H,M,81,90,79,70,86,43,68,4,-1,-1,-1,-1,-1,-1
Giovani Lo Celso,L,CM,H,H,81,75,76,82,83,69,73,4,-1,-1,-1,-1,-1,-1
Sergio Reguilon Rodriguez,L,LB,H,H,81,86,58,75,78,78,70,3,-1,-1,-1,-1,-1,-1
Jose Miguel da Rocha Fonte,R,CB,M,H,81,32,46,62,63,83,77,2,-1,-1,-1,-1,-1,-1
Lucas Tolentino Coelho de Lima,L,CM,H,H,81,74,75,79,83,69,78,4,-1,-1,-1,-1,-1,-1
Burak Ylmaz,R,ST,H,M,81,79,83,69,73,34,79,3,-1,-1,-1,-1,-1,-1
Benjamin Andre,R,CDM,H,H,81,67,64,74,75,80,85,3,-1,-1,-1,-1,-1,-1
Andy Delort,R,ST,H,H,81,84,82,73,75,37,85,3,-1,-1,-1,-1,-1,-1
Arkadiusz Milik,L,ST,M,M,81,64,84,67,76,39,71,4,-1,-1,-1,-1,-1,-1
Houssem Aouar,R,CM,H,L,81,75,75,81,85,66,71,4,-1,-1,-1,-1,-1,-1
Konrad Laimer,R,CDM,M,H,81,81,68,77,78,80,77,3,-1,-1,-1,-1,-1,-1
Nordi Mukiele,R,RWB,M,H,81,80,49,69,73,82,80,3,-1,-1,-1,-1,-1,-1
Luis Carlos Almeida da Cunha,R,LW,H,M,81,70,77,81,85,37,68,5,-1,-1,-1,-1,-1,-1
Gonzalo Higuain,R,ST,H,M,81,58,84,71,78,29,71,3,-1,-1,-1,-1,-1,-1
Pedro Gonzalez Lopez,R,CM,H,H,81,78,65,79,84,66,63,4,-1,-1,-1,-1,-1,-1
Joaquin Sanchez Rodriguez,R,RM,H,M,81,68,80,84,81,44,55,4,-1,-1,-1,-1,-1,-1
Lucas Pezzini Leiva,R,CDM,L,H,81,56,65,73,76,82,69,3,-1,-1,-1,-1,-1,-1
Max Kruse,L,CF,H,L,81,64,81,81,82,40,66,4,-1,-1,-1,-1,-1,-1
Marko Arnautovic,R,ST,M,L,81,79,81,79,78,44,82,4,-1,-1,-1,-1,-1,-1
Marlos Romero Bonfim,L,CAM,M,L,81,79,76,78,86,47,68,5,-1,-1,-1,-1,-1,-1
Thomas Delaney,L,CDM,L,H,81,75,71,74,74,83,82,2,-1,-1,-1,-1,-1,-1
Kevin Kampl,R,CM,H,H,81,70,67,81,85,63,62,3,-1,-1,-1,-1,-1,-1
Jonathan Viera Ramos,R,CAM,H,M,81,82,75,80,82,63,69,4,-1,-1,-1,-1,-1,-1
James Rodriguez,L,RW,M,M,81,53,86,86,86,50,60,4,-1,-1,-1,-1,-1,-1
Danilo Luiz da Silva,R,RB,M,H,81,73,67,73,74,82,79,3,-1,-1,-1,-1,-1,-1
Sergio Roberto Carnicer,R,RB,M,M,81,76,63,80,77,76,73,4,-1,-1,-1,-1,-1,-1
Francisco Alcacer Garcia,R,ST,M,L,81,77,84,69,81,35,61,3,-1,-1,-1,-1,-1,-1
Jordan Veretout,R,CDM,M,M,81,76,75,80,80,76,79,3,-1,-1,-1,-1,-1,-1
James Tarkowski,R,CB,L,H,81,57,45,67,65,82,81,2,-1,-1,-1,-1,-1,-1
Kurt Zouma,R,CB,M,M,81,65,51,63,57,81,85,2,-1,-1,-1,-1,-1,-1
Inigo Martinez Berridi,L,CB,M,M,81,71,56,66,64,81,79,2,-1,-1,-1,-1,-1,-1
Willi Orban,R,CB,M,M,81,49,36,52,55,84,80,2,-1,-1,-1,-1,-1,-1
James Ward-Prowse,R,CM,M,H,81,59,74,86,78,67,73,3,-1,-1,-1,-1,-1,-1
Edin Visca,R,RM,H,M,81,87,78,78,82,47,64,4,-1,-1,-1,-1,-1,-1
Maximilian Arnold,L,CDM,H,M,81,65,81,79,78,76,74,3,-1,-1,-1,-1,-1,-1
Adnan Januzaj,L,RW,M,L,81,79,75,80,83,30,58,4,-1,-1,-1,-1,-1,-1
Emil Forsberg,R,CAM,M,M,81,70,73,82,83,35,62,4,-1,-1,-1,-1,-1,-1
Andrea Belotti,R,ST,H,H,81,76,81,59,78,38,83,3,-1,-1,-1,-1,-1,-1
Frederico de Paula Santos,L,CDM,H,H,81,77,66,77,81,75,71,4,-1,-1,-1,-1,-1,-1
Adrien Rabiot,L,CM,M,M,81,76,74,76,80,76,79,3,-1,-1,-1,-1,-1,-1
Piotr Zielinski,R,CM,M,M,81,81,75,81,85,70,61,4,-1,-1,-1,-1,-1,-1
Darwin Machis,R,LM,H,M,81,88,80,75,83,38,70,4,-1,-1,-1,-1,-1,-1
Anthony Martial,R,ST,L,L,81,87,80,73,85,35,68,4,-1,-1,-1,-1,-1,-1
Inaki Williams Arthuer,R,ST,H,M,81,94,79,72,78,37,81,4,-1,-1,-1,-1,-1,-1
Matteo Politano,L,RM,H,M,81,83,77,78,84,42,55,4,-1,-1,-1,-1,-1,-1
Jose Luis Morales Nogales,R,ST,H,M,81,86,82,75,85,52,68,4,-1,-1,-1,-1,-1,-1
Dakonam Djene,R,CB,M,H,81,69,37,62,62,83,79,2,-1,-1,-1,-1,-1,-1
Donny van de Beek,R,CM,H,M,81,68,78,76,79,72,77,3,-1,-1,-1,-1,-1,-1
Dominic Calvert-Lewin,R,ST,H,M,81,83,77,64,77,39,82,3,-1,-1,-1,-1,-1,-1
Hirving Lozano,R,RW,H,L,81,93,76,72,82,41,62,4,-1,-1,-1,-1,-1,-1
Goncalo Manuel Ganchinho Guedes,R,LM,H,L,81,86,79,76,82,36,68,4,-1,-1,-1,-1,-1,-1
Nicolas Pepe,L,RM,H,M,81,88,79,75,83,36,65,4,-1,-1,-1,-1,-1,-1
Yeray Alvarez Lopez,R,CB,M,M,81,68,49,62,64,82,77,2,-1,-1,-1,-1,-1,-1
Lorenzo Pellegrini,R,CAM,M,M,81,78,73,81,80,72,77,3,-1,-1,-1,-1,-1,-1
Ruslan Malinovskyi,L,CF,M,M,81,74,80,83,81,64,79,4,-1,-1,-1,-1,-1,-1
Carlos Soler Barragan,R,CM,M,M,81,78,77,82,79,71,71,3,-1,-1,-1,-1,-1,-1
Harvey Barnes,R,LM,H,M,81,86,77,76,81,45,63,3,-1,-1,-1,-1,-1,-1
Manuel Lazzari,R,RWB,H,H,81,92,62,77,82,70,65,3,-1,-1,-1,-1,-1,-1
Pedro Antonio Pereira Goncalves,R,RW,H,M,81,76,81,79,84,56,65,4,-1,-1,-1,-1,-1,-1
Moussa Diaby,L,LW,H,L,81,94,67,73,85,41,53,4,-1,-1,-1,-1,-1,-1
Edmond Tapsoba,R,CB,M,H,81,75,52,65,69,82,79,2,-1,-1,-1,-1,-1,-1
Dejan Kulusevski,L,RW,H,M,81,84,74,77,84,56,76,4,-1,-1,-1,-1,-1,-1
Medhi Benatia,R,CB,M,H,81,63,45,52,63,82,82,2,-1,-1,-1,-1,-1,-1
Breel Embolo,R,ST,M,H,81,87,78,77,79,55,86,3,-1,-1,-1,-1,-1,-1
Sandro Tonali,R,CDM,M,H,81,82,70,82,80,78,80,3,-1,-1,-1,-1,-1,-1
Philipp Lienhart,R,CB,M,M,81,69,33,60,64,83,80,2,-1,-1,-1,-1,-1,-1
Amir Rrahmani,R,CB,H,M,81,67,55,60,64,83,84,2,-1,-1,-1,-1,-1,-1
Arnaut Danjuma,R,LM,H,M,81,86,79,78,83,47,73,4,-1,-1,-1,-1,-1,-1
Christian Fassnacht,R,RM,H,M,81,86,77,76,80,43,78,3,-1,-1,-1,-1,-1,-1
Wendell,L,LB,H,M,81,84,55,77,84,76,77,4,-1,-1,-1,-1,-1,-1
Joao Filipe Moutinho,R,CM,M,H,80,50,72,84,80,70,66,3,-1,-1,-1,-1,-1,-1
Jonny Evans,R,CB,M,H,80,52,32,61,60,83,77,2,-1,-1,-1,-1,-1,-1
Raul Garcia Escudero,R,ST,M,M,80,41,82,81,78,65,83,3,-1,-1,-1,-1,-1,-1
Marek Hamsik,R,CM,H,M,80,70,76,81,81,70,71,4,-1,-1,-1,-1,-1,-1
Daniel Wass,R,RB,M,M,80,74,77,80,77,76,76,3,-1,-1,-1,-1,-1,-1
Mesut Ozil,L,CAM,M,L,80,62,68,85,82,24,48,4,-1,-1,-1,-1,-1,-1
Ignacio Monreal Eraso,L,LB,M,M,80,65,61,74,74,80,68,3,-1,-1,-1,-1,-1,-1
Radja Nainggolan,R,CAM,H,M,80,71,84,78,74,73,80,3,-1,-1,-1,-1,-1,-1
Diego Godin,R,CB,M,H,80,57,48,63,61,80,78,2,-1,-1,-1,-1,-1,-1
Angelo Ogbonna,L,CB,M,M,80,56,40,60,62,82,76,2,-1,-1,-1,-1,-1,-1
Jose Maria Callejon Bueno,R,RM,H,M,80,77,76,76,81,48,59,3,-1,-1,-1,-1,-1,-1
Aaron Ramsey,R,CM,M,M,80,66,70,81,83,66,66,3,-1,-1,-1,-1,-1,-1
Rafael Toloi,R,CB,M,H,80,66,47,58,64,82,80,2,-1,-1,-1,-1,-1,-1
Francis Coquelin,R,CM,M,H,80,68,67,76,80,78,79,3,-1,-1,-1,-1,-1,-1
Roberto Pereyra,R,CM,H,H,80,76,74,79,81,68,73,4,-1,-1,-1,-1,-1,-1
Marc Bartra Aregall,R,CB,H,M,80,71,61,72,73,80,74,3,-1,-1,-1,-1,-1,-1
Pablo Sarabia Garcia,L,RW,H,M,80,72,76,81,82,57,59,4,-1,-1,-1,-1,-1,-1
Cedric Bakambu,R,ST,M,M,80,90,80,71,76,36,77,4,-1,-1,-1,-1,-1,-1
Charles Aranguiz,R,CDM,M,H,80,65,71,80,77,76,72,3,-1,-1,-1,-1,-1,-1
Joao Pedro G. Santos Galvao,R,CF,H,M,80,72,78,77,81,41,74,4,-1,-1,-1,-1,-1,-1
Ismaily Goncalves dos S.,L,LB,H,M,80,82,64,74,81,75,75,4,-1,-1,-1,-1,-1,-1
Aissa Mandi,R,CB,H,M,80,66,46,74,70,81,74,2,-1,-1,-1,-1,-1,-1
Martin Hinteregger,L,CB,M,M,80,70,70,67,61,81,81,2,-1,-1,-1,-1,-1,-1
Remo Freuler,R,CM,M,M,80,69,71,77,78,75,73,4,-1,-1,-1,-1,-1,-1
Diego Demme,R,CDM,M,H,80,57,42,75,77,76,76,3,-1,-1,-1,-1,-1,-1
Konstantinos Fortounis,R,CAM,H,L,80,75,77,79,82,43,69,3,-1,-1,-1,-1,-1,-1
Eran Zahavi,R,ST,H,L,80,77,82,74,79,39,73,4,-1,-1,-1,-1,-1,-1
Samuel Umtiti,L,CB,L,M,80,65,62,68,67,80,78,2,-1,-1,-1,-1,-1,-1
Zouhair Feddal,L,CB,M,M,80,61,50,63,60,82,77,2,-1,-1,-1,-1,-1,-1
Michael Keane,R,CB,L,H,80,55,49,65,65,82,80,2,-1,-1,-1,-1,-1,-1
Roger Marti Salvador,R,ST,H,M,80,77,82,63,77,41,74,3,-1,-1,-1,-1,-1,-1
Jonathan Castro Otto,R,LWB,H,H,80,75,53,71,76,79,69,3,-1,-1,-1,-1,-1,-1
Philipp Max,L,LB,H,M,80,82,67,79,75,73,75,3,-1,-1,-1,-1,-1,-1
Donyell Malen,R,ST,M,L,80,90,79,72,83,30,74,4,-1,-1,-1,-1,-1,-1
Ander Capa Rodriguez,R,RB,H,H,80,82,64,76,77,74,88,3,-1,-1,-1,-1,-1,-1
Giovanni Di Lorenzo,R,RB,M,M,80,84,66,73,76,76,79,3,-1,-1,-1,-1,-1,-1
Corentin Tolisso,R,CM,H,M,80,66,77,77,78,76,78,3,-1,-1,-1,-1,-1,-1
Adrian Embarba Blazquez,R,RM,H,H,80,83,77,78,79,55,72,4,-1,-1,-1,-1,-1,-1
Hans Hateboer,R,RM,H,H,80,84,64,73,77,77,79,3,-1,-1,-1,-1,-1,-1
